,SNP,CHR_igv,BP,EFFECTSIZE,SE,P,snps_class_up,snps_class_down,locus_id,GENE,sgd_id
10851,10897,XV,921242,-0.172129512311481,0.145650839503679,0.238082343609637,Close to 3'-UTR,Close to 3'-UTR,YOR322C,LDB19,SGDID:S000005849
10852,10898,XV,921271,-0.178623891585061,0.145795936255713,0.221330392630327,Promoter,Promoter,YOR322C_NFR/NDR,,
10853,10899,XV,923218,-0.217493261578523,0.146615660336088,0.138853934196869,Close to 3'-UTR,Close to 3'-UTR,YOR323C,PRO2,SGDID:S000005850
10854,10900,XV,927535,-0.006352835457729,0.146764126989668,0.96549800634919,ORF,Verified ORF,YOR326W,MYO2,SGDID:S000005853
10855,10901,XV,930508,-0.146924962097097,0.179205846717721,0.412845153777276,Close to 3'-UTR,Close to 3'-UTR,YOR326W,MYO2,SGDID:S000005853
10856,10902,XV,930508,-0.0736921086433252,0.380087926549989,0.846380000097142,Close to 3'-UTR,Close to 3'-UTR,YOR326W,MYO2,SGDID:S000005853
10857,10903,XV,930562,-0.0115367982538005,0.156000639683994,0.941089248363706,Close to 3'-UTR,Close to 3'-UTR,YOR326W,MYO2,SGDID:S000005853
10858,10904,XV,931347,-0.0180603825045548,0.147244475981999,0.902449500919905,Promoter,Promoter,YOR328W_NFR/NDR,,
10859,10905,XV,933083,0.0163117263278765,0.144601641319883,0.910249614824302,ORF,Verified ORF,YOR328W,PDR10,SGDID:S000005855
10860,10906,XV,934483,0.119653297151688,0.145053189484203,0.409989652844022,ORF,Verified ORF,YOR328W,PDR10,SGDID:S000005855
10861,10907,XV,934516,0.104175887752718,0.145244471535924,0.473697193227048,ORF,Verified ORF,YOR328W,PDR10,SGDID:S000005855
10862,10908,XV,935795,0.0904971958455124,0.14510253124881,0.533242139215103,ORF,Verified ORF,YOR328W,PDR10,SGDID:S000005855
10863,10909,XV,937046,0.0779241639128562,0.144814606969888,0.590849860745658,ORF,Verified ORF,YOR329C,SCD5,SGDID:S000005856
10864,10910,XV,938051,0.0235163697948102,0.144968098331327,0.871227353391998,ORF,Verified ORF,YOR329C,SCD5,SGDID:S000005856
10865,10911,XV,940092,-0.0506227521874864,0.145108605257868,0.727401554985279,ORF,Verified ORF,YOR330C,MIP1,SGDID:S000005857
10866,10912,XV,941271,-0.0571844214530971,0.144337085045384,0.692206730857757,ORF,Verified ORF,YOR330C,MIP1,SGDID:S000005857
10867,10913,XV,943341,-0.0925215620017815,0.144148006853859,0.521386413174329,ORF,Verified ORF,YOR330C,MIP1,SGDID:S000005857
10868,10914,XV,944458,-0.0191595770067462,0.163440037842082,0.906746880270238,Promoter,Promoter,YOR334W_NFR/NDR,,
10869,10915,XV,950568,-0.0885501399150537,0.144818126590195,0.541290268084075,ORF,Verified ORF,YOR336W,KRE5,SGDID:S000005863
10870,10916,XV,951423,-0.116077630420438,0.144897479959541,0.423611594364405,ORF,Verified ORF,YOR336W,KRE5,SGDID:S000005863
10871,10917,XV,952849,-0.0760266147333158,0.14446718927909,0.599041357348742,ORF,Verified ORF,YOR336W,KRE5,SGDID:S000005863
10872,10918,XV,956308,-0.0357525445443082,0.144082846859669,0.804171300981917,ORF,Verified ORF,YOR337W,TEA1,SGDID:S000005864
10873,10919,XV,957477,-0.0380990792315016,0.144714348547847,0.79249537695418,ORF,Uncharacterized ORF,YOR338W,YOR338W,SGDID:S000005865
10874,10920,XV,959079,-0.0992732940454131,0.145391066835523,0.495179889090779,Close to 3'-UTR,Close to 3'-UTR,YOR339C,UBC11,SGDID:S000005866
10875,10921,XV,960232,-0.173208868595882,0.148094152131797,0.242956658169027,Promoter,Promoter,YOR340C_NFR/NDR,,
10876,10922,XV,960845,-0.0976427535100702,0.152517390709886,0.522453129779404,Promoter,Promoter,YOR341W_NFR/NDR,,
10877,10923,XV,961458,-0.119407067574308,0.143781309859926,0.406830477062464,ORF,Verified ORF,YOR341W,RPA190,SGDID:S000005868
10878,10924,XV,961510,-0.126653131839602,0.143519302681463,0.378117011921429,ORF,Verified ORF,YOR341W,RPA190,SGDID:S000005868
10879,10925,XV,961682,-0.12378561872648,0.145992579731393,0.397073883440428,ORF,Verified ORF,YOR341W,RPA190,SGDID:S000005868
10880,10926,XV,963635,-0.136696203419007,0.143897952153801,0.342786363207726,ORF,Verified ORF,YOR341W,RPA190,SGDID:S000005868
10881,10927,XV,963965,-0.14084646857631,0.143886613450121,0.328313970495219,ORF,Verified ORF,YOR341W,RPA190,SGDID:S000005868
10882,10928,XV,964403,-0.146160112451785,0.143871599952978,0.310369636723624,ORF,Verified ORF,YOR341W,RPA190,SGDID:S000005868
10883,10929,XV,966542,-0.221260813140603,0.292946910154547,0.450576717538396,Close to 3'-UTR,Close to 3'-UTR,YOR341W,RPA190,SGDID:S000005868
10884,10930,XV,970097,-0.186289447256196,0.146762793550931,0.205161971308739,Promoter,Promoter,SUT795_NFR/NDR,,
10885,10931,XV,970105,-0.18879486532919,0.146955466726327,0.199736724804616,Promoter,Promoter,SUT795_NFR/NDR,,
10886,10932,XV,970110,-0.179681610690684,0.147220930408798,0.223093998087303,Promoter,Promoter,SUT795_NFR/NDR,,
10887,10933,XV,970129,-0.152247449406965,0.149572330015093,0.309429669768705,Promoter,Promoter,SUT795_NFR/NDR,,
10888,10934,XV,970141,-0.155555348038719,0.151722418492683,0.305941268920294,Promoter,Promoter,SUT795_NFR/NDR,,
10889,10935,XV,970171,-0.142362044282405,0.164283831226234,0.386770931891464,Promoter,Promoter,SUT795_NFR/NDR,,
10890,10936,XV,970172,-0.142362044282405,0.164283831226234,0.386770931891464,Promoter,Promoter,SUT795_NFR/NDR,,
10891,10937,XV,970181,-0.291081327616439,0.286964214787323,0.311111877574377,Promoter,Promoter,SUT795_NFR/NDR,,
10892,10938,XV,970186,-0.321058016794026,0.286873626914091,0.263832055537912,Promoter,Promoter,SUT795_NFR/NDR,,
10893,10939,XV,970202,-0.344295252762347,0.286743045622429,0.230668787244673,Promoter,Promoter,SUT795_NFR/NDR,,
10894,10940,XV,970210,-0.335512309658721,0.286799647646518,0.242850942955399,Promoter,Promoter,SUT795_NFR/NDR,,
10895,10941,XV,970213,-0.232664738188655,0.287061018663684,0.418195373398652,Promoter,Promoter,SUT795_NFR/NDR,,
10896,10942,XV,970228,-0.310706266525271,0.286878805440499,0.279522094700637,Promoter,Promoter,SUT795_NFR/NDR,,
10897,10943,XV,970235,-0.310706266525271,0.286878805440499,0.279522094700637,Promoter,Promoter,SUT795_NFR/NDR,,
10898,10944,XV,970266,-0.316329728769341,0.287432353024753,0.271848439449949,Promoter,Promoter,SUT795_NFR/NDR,,
10899,10945,XV,970285,-0.162530080143195,1.11756366221577,0.884452409702344,Promoter,Promoter,YORWdelta23_NFR/NDR,,
10900,10946,XV,970286,-1.06919824517019,0.407388483881528,0.0090541694226733,Other features,LTR,YORWdelta23,YORWdelta23,SGDID:S000007176
10901,10947,XV,970287,-0.867488972700635,0.38178815726374,0.0236770182001897,Other features,LTR,YORWdelta23,YORWdelta23,SGDID:S000007176
10902,10948,XV,970290,-0.867488972700635,0.38178815726374,0.0236770182001897,Other features,LTR,YORWdelta23,YORWdelta23,SGDID:S000007176
10903,10949,XV,970291,-0.867488972700635,0.38178815726374,0.0236770182001897,Other features,LTR,YORWdelta23,YORWdelta23,SGDID:S000007176
10904,10950,XV,976305,-0.236409406292664,0.287142659372525,0.410883663426207,Promoter,Promoter,tM(CAU)O2_NFR/NDR,,
10905,10951,XV,976308,-0.237332697760575,0.287104368061823,0.408998068641798,Promoter,Promoter,tM(CAU)O2_NFR/NDR,,
10906,10952,XV,976341,-0.229090848927535,0.153874529587164,0.137428670975427,Promoter,Promoter,tM(CAU)O2_NFR/NDR,,
10907,10953,XV,976367,-0.282399200281613,0.2872602336179,0.326242379979255,Promoter,Promoter,tM(CAU)O2_NFR/NDR,,
10908,10954,XV,976373,-0.277792727120417,0.286974424567928,0.333704529554438,Promoter,Promoter,tM(CAU)O2_NFR/NDR,,
10909,10955,XV,977029,-0.234173191205016,0.190976939690184,0.220946131402171,Close to 3'-UTR,Close to 3'-UTR,YOR344C,TYE7,SGDID:S000005871
10910,10956,XV,977576,-0.177452923117725,0.144235605334203,0.219404383303574,ORF,Verified ORF,YOR344C,TYE7,SGDID:S000005871
10911,10957,XV,979280,-0.019216945489849,0.144132747878557,0.894009878693683,Unstable transcript,XUT,XUT_15F-444,,
10912,10958,XV,981228,-0.0833211682986877,0.146102363784301,0.568841728629146,Close to 3'-UTR,Close to 3'-UTR,YOR345C,YOR345C,SGDID:S000005872
10913,10959,XV,981231,-0.0833211682986877,0.146102363784301,0.568841728629146,Close to 3'-UTR,Close to 3'-UTR,YOR345C,YOR345C,SGDID:S000005872
10914,10960,XV,981687,-0.0821985744089592,0.145452884131838,0.572349992465614,Other features,Replication,ARS1529,ARS1529,SGDID:S000118496
10915,10961,XV,986923,-0.0994317017555009,0.144737979829773,0.492548106509183,ORF,Verified ORF,YOR348C,PUT4,SGDID:S000005875
10916,10962,XV,987887,-0.069946335022562,0.144321162673905,0.628219903484087,ORF,Verified ORF,YOR348C,PUT4,SGDID:S000005875
10917,10963,XV,991809,0.0374467746277827,0.144590511473657,0.795797763504065,ORF,Verified ORF,YOR349W,CIN1,SGDID:S000005876
10918,10964,XV,992356,0.0363620173483168,0.145019699653149,0.802162196162931,ORF,Verified ORF,YOR349W,CIN1,SGDID:S000005876
10919,10965,XV,992802,0.0661434181124226,0.146248538188573,0.651354290862901,ORF,Verified ORF,YOR349W,CIN1,SGDID:S000005876
10920,10966,XV,993662,0.0654169508782354,0.144737418189805,0.651568281907837,ORF,Verified ORF,YOR350C,MNE1,SGDID:S000005877
10921,10967,XV,993671,0.0654169508782354,0.144737418189805,0.651568281907837,ORF,Verified ORF,YOR350C,MNE1,SGDID:S000005877
10922,10968,XV,993703,0.0703898590417034,0.144984215752529,0.627622792733378,ORF,Verified ORF,YOR350C,MNE1,SGDID:S000005877
10923,10969,XV,994342,0.0769499143804105,0.149834189739036,0.60787595821846,ORF,Verified ORF,YOR350C,MNE1,SGDID:S000005877
10924,10970,XV,994833,0.051690318180318,0.148321784116879,0.727671573886156,ORF,Verified ORF,YOR350C,MNE1,SGDID:S000005877
10925,10971,XV,994879,0.0502616642124505,0.150353936901977,0.73836002319819,Promoter,Promoter,YOR350C_NFR/NDR,,
10926,10972,XV,994943,0.142500990279107,0.175009191036751,0.41605148181468,Promoter,Promoter,YOR350C_NFR/NDR,,
10927,10973,XV,995180,0.0865840242171732,0.146533686947113,0.55497804491966,Unstable transcript,CUT,CUT395,,
10928,10974,XV,995834,0.0665323740792771,0.146085204177628,0.649076034598213,Unstable transcript,CUT,CUT395,,
10929,10975,XV,996026,0.0976075268187557,0.146785711187375,0.506506345828992,Unstable transcript,CUT,CUT395,,
10930,10976,XV,996702,0.0862295553869489,0.146319022512606,0.556019796838499,Unstable transcript,CUT,CUT395,,
10931,10977,XV,996731,0.0736127176881501,0.14757820550275,0.618227583471668,Unstable transcript,CUT,CUT395,,
10932,10978,XV,999455,0.137306470504021,0.145806492412036,0.346988508493828,ORF,Verified ORF,YOR353C,SOG2,SGDID:S000005880
10933,10979,XV,1002614,0.0476841663298923,0.147406943569375,0.746518332994002,ORF,Verified ORF,YOR354C,MSC6,SGDID:S000005881
10934,10980,XV,1002663,0.0463397708821879,0.146946140121138,0.75268069019876,ORF,Verified ORF,YOR354C,MSC6,SGDID:S000005881
10935,10981,XV,1003070,0.0928521237956668,0.146865613226001,0.527649074671974,ORF,Verified ORF,YOR354C,MSC6,SGDID:S000005881
10936,10982,XV,1003372,0.0176139149161398,0.147966000595096,0.905311153504088,Promoter,Promoter,YOR354C_NFR/NDR,,
10937,10983,XV,1004274,0.0078689848010054,0.291332687722128,0.9784667776537,Unstable transcript,SUT,SUT388,,
10938,10984,XV,1004274,-0.116982184285197,0.388204797323339,0.763331590880808,Unstable transcript,SUT,SUT388,,
10939,10985,XV,1004868,0.0015805945020253,0.152238368750197,0.991722084122757,Close to 3'-UTR,Close to 3'-UTR,YOR355W,GDS1,SGDID:S000005882
10940,10986,XV,1006757,0.0263348218370927,0.152878571791406,0.863332056117224,Promoter,Promoter,YOR356W_NFR/NDR,,
10941,10987,XV,1008479,0.0624938324162725,0.144445407510128,0.665535637567639,ORF,Verified ORF,YOR356W,CIR2,SGDID:S000005883
10942,10988,XV,1008599,0.0710304060818984,0.144327673569048,0.622921474998807,ORF,Verified ORF,YOR356W,CIR2,SGDID:S000005883
10943,10989,XV,1010191,0.0509346267091299,0.144050572515688,0.723858369222402,ORF,Verified ORF,YOR358W,HAP5,SGDID:S000005885
10944,10990,XV,1012233,0.0005427490793935,0.144616891008438,0.997007655851022,ORF,Verified ORF,YOR359W,VTS1,SGDID:S000005886
10945,10991,XV,1012745,-0.0772023238236483,0.147521642046882,0.601073815460288,ORF,Verified ORF,YOR359W,VTS1,SGDID:S000005886
10946,10992,XV,1014707,-0.0414765578473293,0.144531095979189,0.774301176750866,ORF,Verified ORF,YOR360C,PDE2,SGDID:S000005887
10947,10993,XV,1015033,-0.0709290891174618,0.146221948697902,0.62792171875173,Promoter,Promoter,YOR360C_NFR/NDR,,
10948,10994,XV,1016660,-7.58912164064984e-05,0.144779290957683,0.999582056537407,ORF,Verified ORF,YOR361C,PRT1,SGDID:S000005888
10949,10995,XV,1018776,-0.085327920901034,0.144476591324397,0.555166169808752,Close to 3'-UTR,Close to 3'-UTR,YOR362C,PRE10,SGDID:S000005889
10950,10996,XV,1022262,-0.0530622376079872,0.144048396830574,0.712822671701971,ORF,Verified ORF,YOR363C,PIP2,SGDID:S000005890
10951,10997,XV,1023392,-0.0765285124505752,0.144671226282946,0.597150213743763,ORF,Dubious ORF,YOR364W,YOR364W,SGDID:S000005891
10952,10998,XV,1024813,-0.0670396576116903,0.14580413336377,0.645948167316082,ORF,Uncharacterized ORF,YOR365C,YOR365C,SGDID:S000005892
10953,10999,XV,1026089,-0.0740636551800765,0.145060312462904,0.609970296905852,ORF,Verified ORF,YOR367W,SCP1,SGDID:S000005894
10954,11000,XV,1028853,-0.142331077807311,0.14724867070067,0.334404046996616,Promoter,Promoter,YOR369C_NFR/NDR,,
10955,11001,XV,1028864,-0.125938463022972,0.146201638522974,0.389601115249544,Promoter,Promoter,YOR369C_NFR/NDR,,
10956,11002,XV,1029944,-0.0830290016962422,0.143722492259337,0.563832548996366,ORF,Verified ORF,YOR370C,MRS6,SGDID:S000005897
10957,11003,XV,1030548,-0.058339023605571,0.148173482492539,0.694024685107735,ORF,Verified ORF,YOR370C,MRS6,SGDID:S000005897
10958,11004,XV,1032583,-0.0714537253167703,0.143871444631672,0.619745160699793,ORF,Verified ORF,YOR371C,GPB1,SGDID:S000005898
10959,11005,XV,1032872,-0.091618069596121,0.14463485267872,0.52685397109678,ORF,Verified ORF,YOR371C,GPB1,SGDID:S000005898
10960,11006,XV,1036136,-0.0329014296789145,0.144492585212325,0.820008782483044,ORF,Verified ORF,YOR372C,NDD1,SGDID:S000005899
10961,11007,XV,1037516,0.0667476452974796,0.190099230076126,0.725707774029913,ORF,Verified ORF,YOR373W,NUD1,SGDID:S000005900
10962,11008,XV,1037519,-0.173270281007902,0.421027484328171,0.680925275265778,ORF,Verified ORF,YOR373W,NUD1,SGDID:S000005900
10963,11009,XV,1039474,-0.123928420421529,0.144532043609269,0.391780211479256,Promoter,Promoter,YOR374W_NFR/NDR,,
10964,11010,XV,1039586,-0.121652501317429,0.144127809909208,0.399207582799291,Promoter,Promoter,YOR374W_NFR/NDR,,
10965,11011,XV,1039714,-0.161192167867387,0.146142949923924,0.270788952374233,Promoter,Promoter,YOR374W_NFR/NDR,,
10966,11012,XV,1039718,-0.162491889646609,0.146361616133406,0.267664935473456,Promoter,Promoter,YOR374W_NFR/NDR,,
10967,11013,XV,1039786,-0.151820602069655,0.145682863245066,0.298064217892122,Close to 3'-UTR,Close to 3'-UTR,YOR373W,NUD1,SGDID:S000005900
10968,11014,XV,1041151,-0.132430832919267,0.144742940581286,0.360848670754757,ORF,Verified ORF,YOR374W,ALD4,SGDID:S000005901
10969,11015,XV,1041240,-0.130009195725111,0.143510801286486,0.36559652338035,ORF,Verified ORF,YOR374W,ALD4,SGDID:S000005901
10970,11016,XV,1043302,-0.0443766768764419,0.144584956670087,0.759081753190893,ORF,Uncharacterized ORF,YOR376W,YOR376W,SGDID:S000005903
10971,11017,XV,1044946,-0.0713405187249664,0.145251640508542,0.62362471697059,Close to 3'-UTR,Close to 3'-UTR,YOR376W-A,YOR376W-A,SGDID:S000028586
10972,11018,XV,1045164,-0.0629721594467106,0.144268511793816,0.662746108964532,Close to 3'-UTR,Close to 3'-UTR,YOR376W-A,YOR376W-A,SGDID:S000028586
10973,11019,XV,1045703,-0.0425919846833032,0.144896729872542,0.768971026056151,Close to 3'-UTR,Close to 3'-UTR,YOR376W-A,YOR376W-A,SGDID:S000028586
10974,11020,XV,1049703,-0.130147246928888,0.143700472135846,0.365720777681532,ORF,Verified ORF,YOR378W,AMF1,SGDID:S000005905
10975,11021,XV,1050419,-0.187478724797786,0.143749496249222,0.193013645970399,ORF,Verified ORF,YOR378W,AMF1,SGDID:S000005905
10976,11022,XV,1050499,-0.165452212590795,0.143615718099854,0.250080933667355,ORF,Verified ORF,YOR378W,AMF1,SGDID:S000005905
10977,11023,XV,1053855,-0.259945170763055,0.148587352857906,0.0810834056966685,Close to 3'-UTR,Close to 3'-UTR,YOR380W,RDR1,SGDID:S000005907
10978,11024,XV,1057321,-0.16408543905621,0.144026907113339,0.255363332184756,ORF,Verified ORF,YOR381W,FRE3,SGDID:S000005908
10979,11025,XV,1057968,0.1218997664933,0.240116047662179,0.612001679180951,Close to 3'-UTR,Close to 3'-UTR,YOR381W,FRE3,SGDID:S000005908
10980,11026,XV,1058174,-0.136615838267798,0.145329846878194,0.347839952043779,Close to 3'-UTR,Close to 3'-UTR,YOR381W,FRE3,SGDID:S000005908
10981,11027,XV,1059919,-0.101809271337574,0.143819655009942,0.479477349701102,ORF,Verified ORF,YOR382W,FIT2,SGDID:S000005909
10982,11028,XV,1060932,-0.144234539191238,0.144889726486569,0.320185706241269,ORF,Verified ORF,YOR383C,FIT3,SGDID:S000005910
10983,11029,XV,1061012,-0.119045376732347,0.143782159491944,0.408254521388484,ORF,Verified ORF,YOR383C,FIT3,SGDID:S000005910
10984,11030,XV,1062490,-0.149561156040763,0.143861697793197,0.299229129876389,ORF,Verified ORF,YOR384W,FRE5,SGDID:S000005911
10985,11031,XV,1062700,-0.168690999297859,0.143605044167278,0.240911702316241,ORF,Verified ORF,YOR384W,FRE5,SGDID:S000005911
10986,11032,XV,1065729,-0.184806412826423,0.144140446871836,0.200639342358582,ORF,Uncharacterized ORF,YOR385W,YOR385W,SGDID:S000005912
10987,11033,XV,1065815,-0.191449189301254,0.143707311878486,0.183648612007162,ORF,Uncharacterized ORF,YOR385W,YOR385W,SGDID:S000005912
10988,11034,XV,1067520,-0.155773694527153,0.143424559293524,0.278174996859632,ORF,Verified ORF,YOR386W,PHR1,SGDID:S000005913
10989,11035,XV,1068041,-0.138617199812037,0.144287170730001,0.337358814598778,ORF,Verified ORF,YOR386W,PHR1,SGDID:S000005913
10990,11036,XV,1068234,-0.125096515551251,0.144738265287882,0.388012936318307,ORF,Verified ORF,YOR386W,PHR1,SGDID:S000005913
10991,11037,XV,1068851,-0.14763937094907,0.144056732809665,0.30612649698935,Close to 3'-UTR,Close to 3'-UTR,YOR386W,PHR1,SGDID:S000005913
10992,11038,XV,1071370,-0.191864890442266,0.143911314245861,0.183320613753284,Close to 3'-UTR,Close to 3'-UTR,YOR388C,FDH1,SGDID:S000005915
10993,11039,XV,1071630,0.141852139595277,0.335869754326627,0.673032016859914,Close to 3'-UTR,Close to 3'-UTR,YOR388C,FDH1,SGDID:S000005915
10994,11040,XV,1073085,0.001425127762316,0.321935333818601,0.996470475337159,Promoter,Promoter,YOR388C_NFR/NDR,,
10995,11041,XV,1074302,-0.103749057975286,0.287981051477112,0.718865562251348,ORF,Uncharacterized ORF,YOR389W,YOR389W,SGDID:S000005916
10996,11042,XV,1074311,-0.203321105904765,0.172798877146351,0.240134274150693,ORF,Uncharacterized ORF,YOR389W,YOR389W,SGDID:S000005916
10997,11043,XV,1074349,-0.0589293173408905,0.169956864798214,0.729000000789478,ORF,Uncharacterized ORF,YOR389W,YOR389W,SGDID:S000005916
10998,11044,XV,1074569,-0.0308417678441604,0.336037115885816,0.926924230867196,ORF,Uncharacterized ORF,YOR389W,YOR389W,SGDID:S000005916
10999,11045,XV,1075194,-0.605011466126225,0.970102513661459,0.533255479188964,ORF,Uncharacterized ORF,YOR389W,YOR389W,SGDID:S000005916
11000,11046,XV,1075443,-0.106788820691879,0.287597035812266,0.710626389084652,ORF,Uncharacterized ORF,YOR389W,YOR389W,SGDID:S000005916
11001,11047,XV,1075932,-0.325999894371619,0.270949913258884,0.229715294437184,ORF,Uncharacterized ORF,YOR389W,YOR389W,SGDID:S000005916
11002,11048,XV,1077950,-0.222718397357011,0.201490932546923,0.269759903192169,Close to 3'-UTR,Close to 3'-UTR,YOR390W,FEX1,SGDID:S000005917
11003,11049,XVI,15039,-0.315062138408472,0.26460852445697,0.234582164802216,Close to 3'-UTR,Close to 3'-UTR,YPL279C,FEX2,SGDID:S000006200
11004,11050,XVI,16662,-0.156605131036448,0.287396716216347,0.586160017070348,ORF,Uncharacterized ORF,YPL277C,YPL277C,SGDID:S000006198
11005,11051,XVI,16689,-0.222958644250403,0.287137007516383,0.437980454263975,ORF,Uncharacterized ORF,YPL277C,YPL277C,SGDID:S000006198
11006,11052,XVI,16723,-0.100459923323293,0.147135928954142,0.495200334792689,ORF,Uncharacterized ORF,YPL277C,YPL277C,SGDID:S000006198
11007,11053,XVI,16724,-0.100459923323293,0.147135928954142,0.495200334792689,ORF,Uncharacterized ORF,YPL277C,YPL277C,SGDID:S000006198
11008,11054,XVI,16732,-0.142809680135435,0.191829748181905,0.457093197272849,ORF,Uncharacterized ORF,YPL277C,YPL277C,SGDID:S000006198
11009,11055,XVI,16737,-0.0907959843525313,0.147349565523225,0.538163330760069,ORF,Uncharacterized ORF,YPL277C,YPL277C,SGDID:S000006198
11010,11056,XVI,16738,-0.0907959843525313,0.147349565523225,0.538163330760069,ORF,Uncharacterized ORF,YPL277C,YPL277C,SGDID:S000006198
11011,11057,XVI,16745,-0.0912039967162285,0.147131158589037,0.535735221449623,ORF,Uncharacterized ORF,YPL277C,YPL277C,SGDID:S000006198
11012,11058,XVI,16749,-0.0863936150347618,0.146710504070093,0.556324193631609,ORF,Uncharacterized ORF,YPL277C,YPL277C,SGDID:S000006198
11013,11059,XVI,16930,-0.108121368170718,0.288825260481309,0.708369653827126,Promoter,Promoter,YPL277C_NFR/NDR,,
11014,11060,XVI,16931,-0.0696060902003914,0.238702788539502,0.770762612299573,Promoter,Promoter,YPL277C_NFR/NDR,,
11015,11061,XVI,16980,-0.0034818710845119,0.158133109733989,0.982445552180867,Promoter,Promoter,YPL277C_NFR/NDR,,
11016,11062,XVI,16995,-0.367462636776445,0.302268855425399,0.22491867310646,Promoter,Promoter,YPL277C_NFR/NDR,,
11017,11063,XVI,19554,-0.295583339866551,0.151095322793242,0.0512215018053237,Close to 3'-UTR,Close to 3'-UTR,YPL275W,FDH2,SGDID:S000006196
11018,11064,XVI,19582,-0.124177838450926,0.150943965386483,0.411248164045936,Close to 3'-UTR,Close to 3'-UTR,YPL275W,FDH2,SGDID:S000006196
11019,11065,XVI,19618,-0.311416265622643,0.334225484720586,0.352099967094407,Close to 3'-UTR,Close to 3'-UTR,YPL275W,FDH2,SGDID:S000006196
11020,11066,XVI,19639,-0.0716384177624423,0.151194168275815,0.635923085969412,Close to 3'-UTR,Close to 3'-UTR,YPL275W,FDH2,SGDID:S000006196
11021,11067,XVI,19930,-0.156134418115345,0.162397262556536,0.336991571558278,Close to 3'-UTR,Close to 3'-UTR,YPL275W,FDH2,SGDID:S000006196
11022,11068,XVI,19989,-0.0683472448998652,0.157204199978037,0.663997005711202,Close to 3'-UTR,Close to 3'-UTR,YPL275W,FDH2,SGDID:S000006196
11023,11069,XVI,20077,-0.0182955420351885,0.155853235584395,0.906618122598081,Close to 3'-UTR,Close to 3'-UTR,YPL275W,FDH2,SGDID:S000006196
11024,11070,XVI,20152,-0.148552370068553,0.14955087795337,0.321232828691619,Intergenic region,Intergenic region,P:19080-22937,,
11025,11071,XVI,21910,0.142820355653724,0.185367982948169,0.441536846181555,Intergenic region,Intergenic region,P:19080-22937,,
11026,11072,XVI,22059,-0.112375226394459,0.150121784655158,0.454620653698141,Close to 3'-UTR,Close to 3'-UTR,YPL274W,SAM3,SGDID:S000006195
11027,11073,XVI,23447,-0.121132045529074,0.17664036998,0.493317629670044,ORF,Verified ORF,YPL274W,SAM3,SGDID:S000006195
11028,11074,XVI,24494,-0.0342165913162402,0.191201563815184,0.858075228365712,ORF,Verified ORF,YPL274W,SAM3,SGDID:S000006195
11029,11075,XVI,24575,-0.485759809056933,0.201745206440123,0.0165617904886449,ORF,Verified ORF,YPL274W,SAM3,SGDID:S000006195
11030,11076,XVI,24701,-0.087693308307756,0.232969121129589,0.706833783265788,ORF,Verified ORF,YPL274W,SAM3,SGDID:S000006195
11031,11077,XVI,24708,0.0178828027175246,0.225959765683383,0.936964891115784,Promoter,Promoter,SUT803_NFR/NDR,,
11032,11078,XVI,24966,-0.108216772894187,0.149977141153054,0.471045692174024,Promoter,Promoter,YPL273W_NFR/NDR,,
11033,11079,XVI,24974,-0.0687310408814614,0.16577396380708,0.678681486100267,Promoter,Promoter,YPL273W_NFR/NDR,,
11034,11080,XVI,24974,0.445103079050311,0.482536009723779,0.356937175062491,Promoter,Promoter,YPL273W_NFR/NDR,,
11035,11081,XVI,24980,-0.143821612087381,0.151719166577391,0.343805309495134,Promoter,Promoter,YPL273W_NFR/NDR,,
11036,11082,XVI,24982,-0.185356640485624,0.150079688164795,0.217631510688675,Promoter,Promoter,YPL273W_NFR/NDR,,
11037,11083,XVI,24983,-0.151506945165736,0.15118408630397,0.316964581953769,Promoter,Promoter,YPL273W_NFR/NDR,,
11038,11084,XVI,25057,0.0027507928282314,0.146782473881109,0.985058621231778,Close to 3'-UTR,Close to 3'-UTR,YPL274W,SAM3,SGDID:S000006195
11039,11085,XVI,25069,0.0035190425028889,0.145150932773747,0.98067166225604,Close to 3'-UTR,Close to 3'-UTR,YPL274W,SAM3,SGDID:S000006195
11040,11086,XVI,25078,-0.0586261827767807,0.14611259914651,0.688486392368838,Close to 3'-UTR,Close to 3'-UTR,YPL274W,SAM3,SGDID:S000006195
11041,11087,XVI,25079,-0.0440494771857824,0.145912764217584,0.762914361128134,Close to 3'-UTR,Close to 3'-UTR,YPL274W,SAM3,SGDID:S000006195
11042,11088,XVI,25149,0.0356972890429075,0.148631423538815,0.810335377450425,ORF,Verified ORF,YPL273W,SAM4,SGDID:S000006194
11043,11089,XVI,25159,-0.345597033864621,0.335450660258277,0.303599442237879,ORF,Verified ORF,YPL273W,SAM4,SGDID:S000006194
11044,11090,XVI,25194,-0.29566644997126,0.144474734117298,0.0414482427361878,ORF,Verified ORF,YPL273W,SAM4,SGDID:S000006194
11045,11091,XVI,25200,-0.31800567574966,0.143899328677271,0.0277520581640274,ORF,Verified ORF,YPL273W,SAM4,SGDID:S000006194
11046,11092,XVI,25209,-0.293437600640488,0.145075618633927,0.0438625062780274,ORF,Verified ORF,YPL273W,SAM4,SGDID:S000006194
11047,11093,XVI,25269,-0.0974709622642437,0.145501239659671,0.503360896843156,ORF,Verified ORF,YPL273W,SAM4,SGDID:S000006194
